claim,evidence,label
US Rep. Alexandria Ocasio-Cortez said that owning guns was not a right.,['Not in transcript.'],REFUTED
Every country in the world that wants to undergo serious development borrows money. Our debt-to-GDP ratio of about 20% is one of the lowest in the world.,['There are about 30 more countries with lower Debt to GDP ratio than Nigeria'],REFUTED
Nigeria earned US$383 billion from oil revenues in the four years preceding our government [but] there were no savings.,"['Nigeria had $28.34 billion in foreign reserves and $2 billion in its excess crude account in June 2015, days after Buhari took power, according to the finance ministry.']",REFUTED
Chelsea Clinton said Satanism is a religion that deserves respect.,"['Oh goodness gracious. We can be civil, cheerful, respectful to & friends with people who don’t share our religious beliefs. Sometimes, we even marry them. I’m a Methodist & my husband is Jewish, thank you for asking. A very happy New Year to you Rhonda!', 'In 2017, @ChurchofSatan & I were put on a few threads together. In 2018, it’s...@Hooters. What a time to be alive Chrissy!']",REFUTED
"South Africa has invested more than R2 trillion in infrastructure projects over the past 10 years to build more schools, clinics, roads and the freight logistics network.","['The National Treasury confirmed that schools, clinics, roads and the freight logistics network were among these projects.']",SUPPORTED
Nigeria earned US$383 billion from oil revenues in the four years preceding 2019 but that there were no savings.,"['Nigeria had $28.34 billion in foreign reserves and $2 billion in its excess crude account in June 2015, days after Buhari took power, according to the finance ministry.']",REFUTED
"Bollywood Singer, Lata Mangeshkar had chosen to stop recording new songs.",['she refuted those claims herself'],REFUTED
"Samora Machel said “The day you hear the whites speak of me in good terms, don’t share your secrets with me, because that means I would have betrayed you already.”","['quoted as saying ""there are whites born in Mozambique who want to join our ranks. We do not consider these as foreigners who support us. Such a man is one of us and it is his duty, just as it is my duty, to liberate Mozambique.""']",REFUTED
Prime Minister Narendra Modi said that 33crore bank accounts were opened in Chhattisgarh.,"['He actually said ""Today we have 33 crore bank accounts opened. In Chhattisgarh alone, 1.25 crore bank accounts have been opened for the people who had never visited a bank before.""']",REFUTED
"If a fire starts in the Yale library, all the oxygen leaves the building killing all who are inside in order to protect the rare books","['The Yale University Library comprises three central libraries—Sterling Memorial Library, Beinecke Rare Book and Manuscript Library, and the Anne T. and Robert M. Bass Library']",REFUTED
"Georgia Gov. Brian Kemp put 53,000 registration voters on hold, 70% of whom were Black.",['Kemp’s office has repeatedly argued that voters flagged in the system will still be able to vote on Election Day if they present identification.'],SUPPORTED
"Samora Machel once said, if you are applauded by white people then you must know that there is something wrong with you.","[""It was well documented that Machel was a lifelong anti-racist and welcomed white people born in Mozambique to join in Frelimo's struggle.  He also appointed white people in his government.""]",REFUTED
Mayonnaise containing starch is harmful.,['Starchy foods are our main source of carbohydrate and have an important role in a healthy diet.'],REFUTED
Shops buy apples that are coated with wax.,"['Pick an apple off a tree, buff it a little and it will shine! That’s because the fruit is coated with a layer of natural wax that protects it from drying out and helps to prevent fungi from getting a foothold.', 'After apples are picked they are washed before they appear in the supermarket to remove dirt and chemical residues. This process also removes the wax. Since the waxy layer prevents moisture in the apple from escaping, its loss shortens the storage time for the fruit.', 'Producers therefore spray the fruit with a thin layer of wax to prevent such moisture loss as well as to make the apple look more appealing. The applied layer is very thin, only about 3 mg of wax coat an apple.']",SUPPORTED
A video claiming to show “shocking secrets of the food industry” said You can check whether honey has been diluted with sugar syrup by washing it in water to reveal a honeycomb pattern and the honey’s genetic memory.,"[""Honey is made up of carbohydrates, proteins, amino acids, vitamins, minerals, antioxidants, and other compounds. It contains no genetic material, therefore does not have 'genetic memory'.""]",REFUTED
