claim,evidence,label
Coconut oil decreases the side effects of chemotherapy,"[""A 2014 study in Malalysia found that Virgin coconut oil reduced the symptoms related to side effects of chemotherapy."", ""It was Virgin coconut oil, not just any coconut oil.\n\nVirgin coconut oil uses fresh coconut meat, while regular coconut oil uses copra, or coconut meat that has already been dried.""]",NOT ENOUGH INFO
Coconut oil removes 93% of colon cancer cells,"[""Coconut oil was not mentioned""]",REFUTED
"When coming across cancer in pork, many butchers just cut it out, and continue to sell to customers.","[""Yes but cancer is largely a disease of the aging process, and animals raised for food are slaughtered while they're young"", ""If, by some chance, a meat product does contain cancerous cells, cooking it will kill them. And even if your steak tartare came from a cancer-afflicted cow, there's no evidence to suggest you'd suffer any ill effects."", ""Inspectors that observe potential signs of disease or things such as cancerous lesions or tumors retain the carcasses until the public health veterinarian (PHV) inspector assigned to the establishment can make final disposition of the carcass. The PHV inspector will often send samples to a laboratory for further analysis/confirmation. A carcass remains on hold as suspect until the results of pathology return from a USDA laboratory.\n\nCancerous lesions or tumors are not allowed to enter commerce or the food chain. If laboratory results indicate the presence of cancer within the carcass, the carcass will be marked U.S. Inspected and condemned. Once a carcass is condemned, it is denatured and disposed of so it cannot enter the food chain.""]",REFUTED
Democratic California Rep. Maxine Waters Tweeted “there is no reason for anyone to own a gun” and also praising her “armed security detail.”,"[""On her facebook and deleted tweets, this tweet does not appear""]",REFUTED
"former South African President Nelson Mandela once stated, “Fools multiply when wise men are silent.”","[""there is no evidence that Nelson Mandela said this quote.""]",NOT ENOUGH INFO
The Earth is flat.,"[""The Earth is a sphere.""]",REFUTED
"Kansas City Chiefs CEO Clark Hunt said ""You will stand, with your hand over your heart and with respect, when our country’s national anthem is being played or you will no longer be a Kansas City Chief, a coach for the Kansas City Chiefs or have any association with the Chiefs organization. I will immediately fire you, no matter who you are!""","[""He said, I have heard about it. It was an internet hoax.\"""", ""He said, ''No, I haven't, but for a couple of years now, Coach [Andy] Reid and the rest of the leadership of the team have spoked to the coaches and the team about the importance of standing during the National Anthem''""]",REFUTED
A spokesperson for the BBC has confirmed that all episodes of Eastenders will be transmitted with Arabic subtitles from October 2019.,"[""Southend News Network was originally started in October 2015 with no real aims or objectives in mind other than to add a satirical/spoof-like touch to issues that people are passionate about in Southend On Sea. Above all else, SNN is all about having the occasional \u2018dig\u2019 at the powers that be, as well a slightly bigger and more frequent \u2018dig\u2019 at certain elements of local media!""]",REFUTED
Garlic can kill brain cancer cells,"[""Dr. Rohini Karandikar, a science education researcher at the Homi Bhabha Centre for Science Education (HBCSE). She explained that although many studies have been conducted regarding the effect of garlic on cancer cells, there has been no major breakthrough yet."", ""Dr Arabinda Das, and colleagues from the Medical University of South Carolina carried out this research. The study was funded in part by the National Cancer Institute and the National Institute of Neurological Disorders and Stroke. The study was published in the peer-reviewed medical journal: Cancer.""]",NOT ENOUGH INFO
AAP candidate who lost seat against Congress forfeited security deposit in MCD by-elections.,"[""INC Chhattisgarh tweeted to inform that the AAP candidate's security deposit was not forfeited.""]",REFUTED
Trump delivers some headway toward health care price transparency,"[""The plan Require price transparency from all healthcare providers, especially doctors and healthcare organizations like clinics and hospitals. Individuals should be able to shop to find the best prices for procedures, exams or any other medical-related procedure""]",SUPPORTED
"U.S. birth certificates are federal bank notes valued between $650,000 and $750,000.","[""Several internet blogs and videos make false claims that a United States birth certificate is a negotiable instrument (a document that promises payment) that can be used to:\n\nMake purchases that will be charged to a \u201cExemption Account\u201d (perhaps identified by your social security number or EIN), or\nRequest savings bonds held by the government in your name and owed to you.\nThe truth is, birth certificates cannot be used for purchases, nor can they be used to request savings bonds purportedly held by the government.  Also, the \u201cExemption Account\u201d is a false term; these accounts are fictitious and do not exist in the Treasury system. \n\nThere is no monetary value to a birth certificate or a social security number/EIN, and TreasuryDirect accounts must be funded by the owner (through payroll deductions or from purchasing directly from the owner's personal bank account) to have any value.""]",REFUTED
